csd_id,metal,mol_idx,shield_rel,shield_nonrel,delta_shield
MOYYII,Ru,23567,-2659.319,-721.397,-1937.922
MUNZEB,Ru,23756,31.704,13.102,18.602
MUPSUM,Ru,23776,-2757.781,-759.627,-1998.154
MURNUL,Ru,23808,-3755.275,-863.525,-2891.75
NAFDOP,Ru,23978,-845.127,-496.718,-348.40899999999993
NAGHAH,Ru,24008,-1503.692,-592.475,-911.217
NAYPUB,Ru,24330,-1559.748,-595.702,-964.046
NECMEN,Ru,24390,-11.959,-349.276,337.317
NEFQUM,Ru,24444,110.694,83.946,26.748000000000005
NEPRAC,Ru,24593,106.728,95.502,11.225999999999999
NEWJEG,Ru,24715,-16.411,-44.602,28.190999999999995
NEYGOP,Ru,24753,285.897,-318.646,604.543
NIDNIB,Ru,24870,554.1,-220.076,774.176
NIGFUI,Ru,24903,-2972.45,-726.23,-2246.22
NIQBAS,Ru,25091,-17.359,-39.801,22.442
NIQBOE,Ru,25093,397.879,-227.676,625.5550000000001
NITTIW,Ru,25161,92.44,83.567,8.873000000000005
NOBCEO,Ru,25241,-292.672,-329.725,37.053
NOHYOA,Ru,25350,-250.122,-327.11,76.988
NOSFEI,Ru,25551,-5236.913,-1134.723,-4102.19
NOZBIP,Ru,25681,-662.365,-400.857,-261.508
NUVDIT,Ru,25876,-834.313,-454.397,-379.916
OBIBEK,Ru,25980,-2870.459,-777.564,-2092.895
OCIJES,Ru,26053,59.595,46.193,13.402000000000001
ODCHRU,Ru,26134,893.281,990.046,-96.7650000000001
OFIBEK,Ru,26268,106.858,98.812,8.046000000000006
OGUTUF,Ru,26401,395.142,-291.89,687.0319999999999
OHIMEA,Ru,26450,-4125.911,-937.784,-3188.127
OHUFON,Ru,26473,-934.524,-512.225,-422.299
OHUQIU,Ru,26480,57.116,-295.271,352.387
OJOQAG,Ru,26569,-969.818,-507.58,-462.238
OJUYEZ,Ru,26593,153.748,146.26,7.4879999999999995
OKISUW,Ru,26632,-22739.457,-8107.365,-14632.091999999999
OLUWUN,Ru,26753,-186.533,-333.621,147.088
OMORIU,Ru,26828,-227.803,-334.752,106.94900000000001
OMOROA,Ru,26829,-209.491,-328.18,118.689
OMORUG,Ru,26830,-1217.108,-500.958,-716.1499999999999
ORUFEO,Ru,27056,-2116.837,-693.487,-1423.35
OSEMEF,Ru,27089,41.389,-320.873,362.262
OWONAQ,Ru,27292,5227.433,481.492,4745.941
PAKFOX,Ru,27584,-2971.58,-826.032,-2145.548
PAPRAC,Ru,27681,119.016,118.211,0.8050000000000068
PAQKUQ,Ru,27697,-206.492,-330.806,124.314
PAWZAR,Ru,27786,56.417,41.046,15.371000000000002
PEFYEF,Ru,27932,-477.443,-316.949,-160.49399999999997
CEXCEO,Ru,28046,-1352.74,-548.841,-803.899
PENZOX,Ru,28048,-1615.316,-603.611,-1011.705
PERDOH,Ru,28077,-3104.447,-795.724,-2308.723
PETCEW,Ru,28119,1334.851,-115.711,1450.5620000000001
PEVSOA,Ru,28149,-1886.279,-636.457,-1249.8220000000001
PEWWOF,Ru,28161,-487.895,-371.418,-116.47699999999998
PIDMUK,Ru,28265,-2488.032,-663.827,-1824.2050000000002
PIDNAR,Ru,28266,-2274.553,-623.143,-1651.4099999999999
PIDNEV,Ru,28267,-1796.859,-563.967,-1232.8919999999998
PIDXOT,Ru,28272,-69.657,-128.809,59.152
PIFLOF,Ru,28286,-888.076,-462.501,-425.57500000000005
PILHIB,Ru,28406,-659.193,-465.736,-193.457
PIVQER,Ru,28506,-944.352,-507.087,-437.265
PIXWAU,Ru,28540,635.406,-260.145,895.5509999999999
PONFED,Ru,28746,224.512,-316.152,540.664
POXQEB,Ru,28860,-3255.497,-826.288,-2429.209
POYSAX,Ru,28881,-3652.488,-858.458,-2794.0299999999997
PUSXUX,Ru,29162,729.604,-161.407,891.0110000000001
PUYJOK,Ru,29217,52.745,32.425,20.32
QALZOU,Ru,29488,-1891.783,-630.573,-1261.21
QAZXAS,Ru,29814,-309.694,-346.704,37.00999999999999
QAZXEW,Ru,29815,-311.266,-347.21,35.94399999999996
QEFRIE,Ru,29857,-5165.683,-1138.586,-4027.0969999999998
QEYTOD,Ru,30177,5155.215,476.354,4678.861
QEYXOI,Ru,30179,-1295.271,-557.783,-737.4879999999999
QIDSED,Ru,30290,113.393,104.128,9.265
QILYET,Ru,30408,-886.019,-494.357,-391.662
QIWNAO,Ru,30524,123.154,112.534,10.61999999999999
QIWNES,Ru,30526,61.47,-360.255,421.725
QIWPUH,Ru,30530,-665.62,-421.89,-243.73000000000002
QOKBIC,Ru,30724,-13.227,-351.565,338.338
QONQAN,Ru,30782,583.968,-246.172,830.14
QUGMOW,Ru,31047,130.422,-268.289,398.711
QUHNOX,Ru,31071,-1327.024,-562.677,-764.3469999999999
QUMQUK,Ru,31125,-186.979,-383.97,196.991
RACSUM,Ru,31325,-3093.355,-787.657,-2305.698
RADNEQ,Ru,31345,-15.215,-312.26,297.045
RADNIU,Ru,31346,-128.778,-327.341,198.56300000000002
RATPAF,Ru,31684,-531.812,-449.083,-82.72899999999998
RAZFAA,Ru,31800,-1392.904,-576.906,-815.998
REDQAU,Ru,31894,-1045.903,-521.026,-524.8770000000001
REKYAK,Ru,32017,-2260.142,-635.426,-1624.716
RESXUI,Ru,32132,-1496.894,-585.652,-911.242
REVXEV,Ru,32187,-2858.728,-778.698,-2080.03
RIHFUJ,Ru,32366,-395.353,-386.899,-8.454000000000008
RIPJUZ,Ru,32480,-1096.356,-533.192,-563.164
RIRDEC,Ru,32511,-1520.806,-592.669,-928.1370000000001
RITCIJ,Ru,32544,65.191,47.738,17.453000000000003
RIVZAY,Ru,32615,-4537.284,-1060.354,-3476.9299999999994
RIYCUX,Ru,32659,-1312.703,-555.459,-757.244
RIZJEQ,Ru,32680,-4933.826,-1099.667,-3834.159
ROHNOS,Ru,32839,-555.977,-454.671,-101.30599999999998
ROXFUH,Ru,33003,-1524.43,-596.418,-928.0120000000001
RUKMER,Ru,33120,23.04,22.875,0.16499999999999915
RUKTOG,Ru,33131,449.535,-209.652,659.187
SALQIF,Ru,33494,409.838,-281.88,691.7180000000001
SAQWOX,Ru,33564,391.363,-261.395,652.758
SAWRUE,Ru,33672,-1640.407,-567.56,-1072.847
SELHOG,Ru,33854,465.55,-279.861,745.4110000000001
SESVUJ,Ru,33981,-1021.357,-521.047,-500.30999999999995
SETMUZ,Ru,34004,-1005.155,-516.3,-488.855
SEVHEJ,Ru,34020,-1093.898,-531.061,-562.8369999999999
SIHLIG,Ru,34226,-284.49,-306.104,21.613999999999976
SIRRAN,Ru,34385,139.544,-319.7,459.244
SOPJEN,Ru,34739,-2346.749,-639.002,-1707.7469999999998
SOTVAB,Ru,34818,287.383,-313.405,600.788
SOYNUP,Ru,34898,-3168.659,-828.433,-2340.226
SOZKEA,Ru,34915,-1323.252,-558.584,-764.668
SOZSEI,Ru,34922,-1364.27,-562.858,-801.412
SUSGES,Ru,35140,305.08,-289.873,594.953
TABSAT,Ru,35249,-45.268,-90.235,44.967
TAGTII,Ru,35323,-3261.383,-822.256,-2439.127
TAJSUT,Ru,35382,732.048,-177.991,910.039
TAJTII,Ru,35385,991.295,-129.156,1120.451
TASMAD,Ru,35499,-2296.141,-646.041,-1650.1
TAWVUI,Ru,35565,-213.453,-361.881,148.42799999999997
TAYMOX,Ru,35589,4901.876,476.866,4425.01
TESPIT,Ru,35870,-1782.664,-637.767,-1144.897
TEYVID,Ru,35970,-41.38,-354.886,313.50600000000003
TILLIL,Ru,36142,43.439,24.564,18.875
TIMTIU,Ru,36173,-370.288,-406.941,36.65299999999996
TOBGAV,Ru,36360,-274.034,-392.053,118.019
TOMHAH,Ru,36465,-1554.192,-593.513,-960.679
TOXVIO,Ru,36642,-764.768,-473.028,-291.74
TUSNOL,Ru,36924,-22.75,-54.181,31.430999999999997
TIJWIT,Ru,36978,-4242.064,-1023.731,-3218.3330000000005
TUXFEZ,Ru,37009,-1495.438,-583.995,-911.4430000000001
TUZRUD,Ru,37057,-917.602,-508.871,-408.731
UCAWOK,Ru,37134,-385.17,-421.974,36.803999999999974
UGUDAB,Ru,37416,-387.865,-404.878,17.012999999999977
ULEQOU,Ru,37699,-2631.269,-777.341,-1853.9279999999999
UQEBOK,Ru,37966,106.201,92.549,13.651999999999987
USIPEU,Ru,38099,-253.724,-315.046,61.322
UTANIO,Ru,38144,-1085.674,-548.813,-536.861
UVIGUE,Ru,38208,96.84,87.813,9.027000000000001
UVOZOV,Ru,38241,-915.44,-412.313,-503.12700000000007
UYINUO,Ru,38385,-834.127,-491.864,-342.263
UZEFUB,Ru,38428,54.382,34.611,19.771
UZESUP,Ru,38430,-2257.572,-649.074,-1608.498
VACXAZ,Ru,38498,-2851.979,-756.257,-2095.7219999999998
VAFSUR,Ru,38511,-1347.358,-566.154,-781.204
VAHMOJ,Ru,38545,107.401,96.035,11.366
VAQMIJ,Ru,38693,-1495.904,-497.583,-998.3209999999999
VEDYIP,Ru,38885,-3406.265,-834.101,-2572.1639999999998
VEJXOZ,Ru,38977,397.842,-262.701,660.543
VEZGOX,Ru,39211,-125.76,-319.073,193.313
VIKPEL,Ru,39396,370.52,-266.834,637.354
VILSOY,Ru,39418,647.581,-238.968,886.549
VIRHEK,Ru,39531,129.576,-315.575,445.15099999999995
VIXJOB,Ru,39609,-3438.492,-922.842,-2515.65
VOHMIQ,Ru,39759,-1133.032,-543.353,-589.679
VOMTAS,Ru,39826,-1880.39,-615.092,-1265.2980000000002
VOMTEW,Ru,39827,-2392.882,-718.99,-1673.892
VONPAR,Ru,39838,-8.198,-32.999,24.801000000000002
VOQFAK,Ru,39865,-1498.551,-578.695,-919.8559999999999
VUBXUL,Ru,39981,1156.932,-163.844,1320.776
VUGHUB,Ru,40068,-158.611,-377.664,219.053
WACFAI,Ru,40331,-1565.274,-599.503,-965.7709999999998
WACXEE,Ru,40346,-421.604,-426.572,4.968000000000018
WAMYIU,Ru,40479,-15.254,-48.6,33.346000000000004
WEBHUK,Ru,40718,-312.306,-406.105,93.79900000000004
WEHZUG,Ru,40844,-340.305,-323.168,-17.137
WEJFUN,Ru,40850,-16.986,-81.122,64.136
WEQLEN,Ru,41008,1292.214,-142.07,1434.2839999999999
WIXYEJ,Ru,41482,-2253.809,-682.991,-1570.8180000000002
WOJTEU,Ru,41644,-2970.953,-821.365,-2149.5879999999997
WOKVEX,Ru,41661,-54.404,-353.461,299.057
WOLNIX,Ru,41677,-2340.569,-703.52,-1637.049
WOMDUA,Ru,41695,-702.221,-453.242,-248.97899999999998
WOXCUJ,Ru,41819,-2194.502,-661.833,-1532.6689999999999
WOXDOE,Ru,41822,-2090.199,-649.486,-1440.7130000000002
WOZYEP,Ru,41856,-5.078,-35.416,30.337999999999997
WUHWOL,Ru,41958,-2902.893,-745.577,-2157.316
WURZUF,Ru,42095,-308.559,-352.668,44.10899999999998
WUSTOV,Ru,42118,-185.837,-329.869,144.03200000000004
XAFJUJ,Ru,42259,-3145.295,-826.909,-2318.386
XEBGOD,Ru,42672,-565.682,-417.119,-148.563
XECKEW,Ru,42693,-1101.542,-530.615,-570.9269999999999
XEFRUW,Ru,42742,-524.746,-376.802,-147.94399999999996
XEFSAD,Ru,42744,-5.424,-71.649,66.225
XEFSEH,Ru,42745,-112.698,-317.643,204.945
XEFSOR,Ru,42746,-16.981,-309.543,292.562
XEMCOI,Ru,42862,-3803.907,-920.378,-2883.529
XINNAK,Ru,43243,-1498.731,-557.588,-941.143
XIYDOA,Ru,43470,112.481,95.842,16.638999999999996
XOMWUR,Ru,43684,-14.257,-42.766,28.509
XUHVEE,Ru,44010,57.62,44.978,12.641999999999996
XUPYIT,Ru,44134,-3627.297,-808.65,-2818.647
XUVLUX,Ru,44226,-2085.166,-671.486,-1413.6800000000003
XUZHAD,Ru,44316,1050.922,1131.269,-80.34699999999998
YABYOR,Ru,44341,72.052,55.545,16.507000000000005
YAGREH,Ru,44406,-1912.816,-627.659,-1285.1570000000002
YAQZIZ,Ru,44575,970.858,-144.28,1115.138
YEJRAJ,Ru,44887,-828.757,-491.986,-336.77099999999996
YENDOL,Ru,44969,-1701.054,-603.154,-1097.9
YENJUX,Ru,44974,820.501,-184.775,1005.276
YENMEK,Ru,44976,-3864.276,-911.781,-2952.495
YENTIY,Ru,44981,-416.382,-362.993,-53.38900000000001
YEYQIF,Ru,45111,73.358,-277.178,350.536
YICXAM,Ru,45160,-2793.076,-724.424,-2068.652
YIHCAU,Ru,45235,-1380.385,-521.508,-858.877
YILKOW,Ru,45297,-444.387,-394.961,-49.42599999999999
YIXCAJ,Ru,45443,198.978,-257.688,456.666
YIYQUS,Ru,45487,-2207.691,-678.572,-1529.1189999999997
YOJMEP,Ru,45619,-267.104,-365.31,98.20600000000002
YOJVUP,Ru,45629,1087.508,-174.054,1261.5620000000001
YOQJIY,Ru,45712,351.055,-305.206,656.261
YOQMAT,Ru,45718,-703.202,-451.547,-251.65499999999997
YOSROQ,Ru,45761,-630.007,-441.681,-188.32599999999996
YOSXIP,Ru,45772,140.787,133.556,7.2309999999999945
YOSXOV,Ru,45773,37.845,17.764,20.081
YUCFEH,Ru,45893,-1641.019,-524.651,-1116.368
YUSLEF,Ru,46063,-3432.854,-885.27,-2547.584
ZALJII,Ru,46262,-304.127,-395.234,91.10699999999997
ZAXWII,Ru,46383,-1032.647,-478.753,-553.894
ZEGYOZ,Ru,46494,801.963,-218.582,1020.545
ZEGYUF,Ru,46495,1206.122,-162.668,1368.79
ZEKHEE,Ru,46550,780.842,-168.891,949.733
ZEQHIM,Ru,46638,-578.339,-387.576,-190.76300000000003
ZEQHOS,Ru,46639,-217.432,-336.913,119.48100000000002
ZEZZAI,Ru,46777,133.982,126.314,7.668000000000006
ZIFLEF,Ru,46840,-1657.068,-629.837,-1027.231
ZIFLIJ,Ru,46841,-1814.245,-641.121,-1173.1239999999998
ZISYIJ,Ru,47051,-240.255,-319.543,79.28800000000001
ZIWBOZ,Ru,47072,-554.63,-453.771,-100.85899999999998
ZOCDEA,Ru,47135,-1470.302,-587.835,-882.4669999999999
ZUGWAB,Ru,47484,-383.682,-409.738,26.055999999999983
ZUHBEJ,Ru,47491,-277.832,-340.482,62.650000000000034
ZUJKIB,Ru,47511,-352.043,-412.764,60.721000000000004
ZUQDUK,Ru,47567,-862.032,-468.656,-393.37600000000003
ADESEH,Ta,265,3402.041,-99.629,3501.67
ADESIL,Ta,267,3555.189,-92.964,3648.153
ADESOR,Ta,268,3117.675,-115.485,3233.1600000000003
ADEYIR,Ta,271,4183.983,-80.588,4264.571
ADEYOX,Ta,272,3904.926,-95.424,4000.35
ADEYUD,Ta,273,3812.539,-105.451,3917.9900000000002
ADEZIS,Ta,274,3975.616,-103.021,4078.637
AGIKIK,Ta,493,3921.614,-86.289,4007.9030000000002
AKINAJ,Ta,781,3148.063,-100.509,3248.572
ALAZES,Ta,845,-160.398,-271.734,111.33599999999998
AZEYUA,Ta,1782,3769.143,-99.528,3868.671
BAFDUH,Ta,1883,2931.396,-125.815,3057.2110000000002
BAGMED,Ta,1925,1780.383,-197.501,1977.884
BEHHIF,Ta,2297,3623.73,-95.307,3719.037
BEHRIQ,Ta,2307,4312.614,-74.632,4387.245999999999
BIQCEL,Ta,2815,2784.312,-148.188,2932.5
BIQCOV,Ta,2816,2753.229,-150.23,2903.459
BIQCUB,Ta,2817,3660.686,-86.164,3746.8500000000004
BIQDEM,Ta,2818,2769.479,-149.389,2918.868
BIQDIQ,Ta,2819,2364.596,-174.184,2538.78
BIYPOO,Ta,2909,3187.305,-106.488,3293.7929999999997
BUDVAX,Ta,3341,3170.592,-147.841,3318.433
BUDVEB,Ta,3342,4132.905,-109.671,4242.576
BUQFEY,Ta,3488,4391.755,-87.921,4479.676
BUXFIJ,Ta,3580,-3105.23,-577.782,-2527.448
CAGBAN,Ta,3669,4311.242,-74.67,4385.912
CATXOM,Ta,3911,2824.254,-134.284,2958.538
CBZYTA,Ta,4004,4329.977,-69.106,4399.083
CENZIG,Ta,4219,4101.997,-76.911,4178.908
CEQCOS,Ta,4246,2540.272,-167.995,2708.267
CEQKOZ,Ta,4260,2280.046,-194.959,2475.0049999999997
CEXHUI,Ta,4405,1354.088,-202.993,1557.081
CEYVOT,Ta,4425,2991.712,-109.845,3101.557
COLVII,Ta,5059,3545.396,-87.576,3632.972
COPNIE,Ta,5090,4976.977,-61.71,5038.687
DAFXIT,Ta,5677,3065.686,-122.734,3188.42
DANDAA,Ta,5841,2016.892,-158.372,2175.264
DETXAB,Ta,6305,3754.63,-92.426,3847.056
DIJRUJ,Ta,6519,4640.447,-50.381,4690.828
DOCSAS,Ta,6786,3562.748,-104.568,3667.3160000000003
DOCSIA,Ta,6787,2647.679,-161.175,2808.8540000000003
DOHKOA,Ta,6855,2655.16,-148.017,2803.1769999999997
DOMVOR,Ta,6932,4527.1,-71.759,4598.859
DUJHIZ,Ta,7230,4259.691,-86.727,4346.418
EFOYAC,Ta,7748,2466.504,-168.761,2635.265
EFOYIK,Ta,7750,2497.737,-168.544,2666.281
EFOYOQ,Ta,7751,2502.867,-167.464,2670.331
EREKOE,Ta,8551,7036.731,61.954,6974.777
ESOBUJ,Ta,8669,3105.79,-132.199,3237.989
ETURUG,Ta,8766,2816.171,-119.453,2935.624
ETUSAN,Ta,8767,2595.358,-121.286,2716.6440000000002
EVUJAH,Ta,8801,1780.6,-197.995,1978.5949999999998
FAPXAW,Ta,9358,3720.457,-103.181,3823.638
FAPXEA,Ta,9359,4549.514,-51.653,4601.167
FAVTUT,Ta,9426,3477.306,-104.161,3581.467
FEJHIL,Ta,9624,4179.337,-85.711,4265.048000000001
FEWLOM,Ta,9886,2816.665,-148.283,2964.948
FIGCOP,Ta,10059,5145.574,-39.067,5184.641
FIGCUV,Ta,10060,4892.965,-52.279,4945.244000000001
FIMWIH,Ta,10181,3147.308,-133.533,3280.841
FISTEI,Ta,10304,3348.224,-96.68,3444.904
FIVVIP,Ta,10345,4460.831,-77.406,4538.237
FOHWIJ,Ta,10513,3443.014,-130.99,3574.004
FOHWOP,Ta,10514,3687.448,-116.616,3804.064
FONLIE,Ta,10610,4319.574,-73.247,4392.821
FUGQOP,Ta,10867,125.236,119.495,5.741
FUGQUV,Ta,10868,150.648,147.01,3.6380000000000052
FUGZEP,Ta,10876,3168.073,-114.456,3282.529
GARJAK,Ta,11379,4588.118,-46.894,4635.012000000001
GASNEV,Ta,11411,3165.756,-101.592,3267.348
GEQGOZ,Ta,11719,3308.995,-102.688,3411.683
GEQGUF,Ta,11720,3580.954,-100.066,3681.02
GEQNUP,Ta,11728,5125.035,-45.971,5171.005999999999
GEQPIF,Ta,11729,5773.838,-0.071,5773.909
GEQVEH,Ta,11735,5000.025,-58.394,5058.419
GILYAB,Ta,12030,2807.962,-148.781,2956.743
GINQID,Ta,12057,1701.881,-175.336,1877.217
GIPRAC,Ta,12079,4863.422,-59.627,4923.049
GISLOJ,Ta,12158,5640.641,-32.841,5673.482
GOCBAC,Ta,12277,3247.037,-103.681,3350.718
GOCBEG,Ta,12278,3253.763,-109.83,3363.593
HABMOP,Ta,12878,2739.94,-121.682,2861.622
HABQOT,Ta,12884,3898.989,-71.448,3970.437
HAFCAT,Ta,12939,3407.874,-97.981,3505.8549999999996
HANPOD,Ta,13089,929.145,-209.073,1138.218
HANQAQ,Ta,13092,1412.091,-241.328,1653.4189999999999
HANQEU,Ta,13094,3144.672,-138.821,3283.493
HANQIY,Ta,13095,2212.954,-156.025,2368.9790000000003
HANYIG,Ta,13108,4611.56,-68.815,4680.375
HANYOM,Ta,13109,4931.575,-48.896,4980.471
HATQIC,Ta,13181,2965.249,-108.302,3073.551
HAVZEM,Ta,13207,2749.642,-124.655,2874.297
HEDWAP,Ta,13377,4252.924,-85.979,4338.903
HETFER,Ta,13560,2501.392,-195.414,2696.8059999999996
HEWGID,Ta,13586,5721.278,-15.37,5736.648
HEXXEP,Ta,13632,4086.316,-70.887,4157.2029999999995
HIJJOB,Ta,13815,160.128,154.286,5.8419999999999845
HIJJUH,Ta,13817,17.858,-1.806,19.664
HILFEP,Ta,13858,17.448,-1.545,18.993000000000002
HISJIC,Ta,13977,4032.149,-102.337,4134.486
HISJOI,Ta,13979,4357.043,-78.409,4435.451999999999
HISKAV,Ta,13980,4176.344,-96.049,4272.393
HIWQAH,Ta,14074,108.577,107.168,1.4089999999999918
HIZSIS,Ta,14132,4989.599,-51.362,5040.961
HURLIS,Ta,14725,1327.992,-193.47,1521.462
HUSJAG,Ta,14730,3659.91,-101.848,3761.758
IBUMID,Ta,14903,2964.69,-107.969,3072.659
ICAZIV,Ta,14933,3403.649,-124.772,3528.421
ICEYOE,Ta,14959,3836.554,-111.259,3947.813
ICEZAR,Ta,14961,3964.813,-110.541,4075.3540000000003
IFURIN,Ta,15182,4632.638,-64.288,4696.9259999999995
IFUZAO,Ta,15186,3913.935,-111.124,4025.0589999999997
IGUFUL,Ta,15261,3425.966,-118.707,3544.673
IGUHAT,Ta,15267,4093.451,-96.295,4189.746
IGUHIB,Ta,15268,4112.349,-95.706,4208.055
IGUHUN,Ta,15269,4056.165,-97.685,4153.85
IJEREV,Ta,15403,4112.176,-81.949,4194.125
IKUMIK,Ta,15552,4768.489,-68.01,4836.499
IKUMOQ,Ta,15554,4140.892,-74.742,4215.634
IMOMUT,Ta,15690,2274.971,-147.223,2422.194
IXOSET,Ta,16368,2637.636,-151.215,2788.851
IXUMUK,Ta,16372,71.362,56.224,15.137999999999998
IXUNAR,Ta,16373,3997.465,-97.174,4094.639
IXUNEV,Ta,16374,3634.116,-118.002,3752.118
JACYAN,Ta,16584,5764.582,-20.26,5784.842000000001
JATYIM,Ta,16804,3995.694,-79.799,4075.493
JOXDEH,Ta,17766,4636.684,-35.275,4671.959
JOXDIL,Ta,17767,4720.429,-32.532,4752.961
JOXDOR,Ta,17768,4629.929,-36.266,4666.195
JOXDUX,Ta,17769,4677.55,-33.297,4710.847
JOZJEN,Ta,17781,3227.52,-124.718,3352.238
JUQZUQ,Ta,17952,1810.792,-180.379,1991.1709999999998
KAGNOX,Ta,18156,3244.191,-112.069,3356.2599999999998
KAGPAL,Ta,18157,3234.798,-105.908,3340.7059999999997
KAQCAH,Ta,18321,3235.635,-142.609,3378.244
KARCEM,Ta,18336,2863.074,-129.356,2992.4300000000003
KEQGUL,Ta,18771,70.929,56.944,13.985
KEQHAS,Ta,18772,34.951,20.253,14.698
KEXFEY,Ta,18861,2558.624,-144.058,2702.682
KIDPES,Ta,18980,5217.923,-26.356,5244.2789999999995
KIHMET,Ta,19041,3394.334,-92.685,3487.019
KIVNOS,Ta,19283,4852.546,-39.374,4891.92
KOHTEG,Ta,19435,5513.13,-35.501,5548.631
KONTAI,Ta,19494,-1267.778,-443.137,-824.6410000000001
KUVJUG,Ta,19838,4014.983,-105.175,4120.158
KUVKAN,Ta,19839,3313.558,-113.478,3427.036
LADJIK,Ta,19975,3076.189,-105.635,3181.824
LAQTEC,Ta,20173,4288.207,-77.285,4365.492
LEBYUN,Ta,20323,3895.814,-75.686,3971.5
LEKNEV,Ta,20452,3802.569,-110.736,3913.305
LEQDAP,Ta,20565,3203.869,-104.28,3308.1490000000003
LEXHUS,Ta,20699,2595.841,-162.357,2758.198
LEXJAA,Ta,20700,2592.531,-163.024,2755.555
LEXJEE,Ta,20701,2561.569,-163.209,2724.778
LIBFOR,Ta,20770,4300.784,-79.409,4380.192999999999
LIFQUM,Ta,20841,4602.894,-34.793,4637.687
LIFTUP,Ta,20844,4149.572,-59.14,4208.712
LIFXED,Ta,20849,4159.068,-58.303,4217.371
LIGJAO,Ta,20858,4009.13,-101.355,4110.485
LIKPEB,Ta,20940,1789.445,-177.181,1966.626
LIPKOK,Ta,21039,2255.916,-149.552,2405.4680000000003
LIWVAO,Ta,21182,4715.489,-51.709,4767.197999999999
LIWVOC,Ta,21184,3559.854,-125.936,3685.79
LIWWET,Ta,21185,4628.265,-62.796,4691.061000000001
LIWWIX,Ta,21187,5228.851,-42.161,5271.012
LIXDUT,Ta,21197,3535.98,-102.774,3638.754
LIXFOP,Ta,21199,3413.257,-110.175,3523.4320000000002
LIXGEG,Ta,21201,3517.554,-106.076,3623.63
LOFRIH,Ta,21326,2770.03,-146.599,2916.6290000000004
LUFMUU,Ta,21601,4537.113,-40.153,4577.2660000000005
LUJBEX,Ta,21653,4340.273,-50.823,4391.0960000000005
LUKCUP,Ta,21662,2466.358,-139.999,2606.357
LUKDAW,Ta,21664,2430.836,-138.97,2569.8059999999996
LUKDEA,Ta,21665,3670.545,-81.476,3752.021
MAPJAO,Ta,22141,6631.774,42.378,6589.396000000001
MAPJES,Ta,22142,6459.116,27.129,6431.987
MASHOF,Ta,22228,4835.185,-57.55,4892.735000000001
MASJEX,Ta,22229,4828.292,-59.267,4887.559
MAVTUZ,Ta,22286,2498.673,-128.302,2626.975
MAZMOQ,Ta,22367,3807.345,-81.071,3888.4159999999997
MEKCOY,Ta,22539,4409.509,-93.602,4503.111
MEKCOY,Ta,22540,4409.569,-93.594,4503.1630000000005
MIVKIN,Ta,23127,4164.109,-69.599,4233.7080000000005
MIVLAG,Ta,23132,4176.671,-69.081,4245.752
MOGCEQ,Ta,23285,6207.59,10.514,6197.076
MOQYAS,Ta,23438,3180.042,-128.354,3308.3959999999997
MUTLOC,Ta,23834,3087.569,-110.298,3197.867
MUTLUI,Ta,23835,3241.002,-105.449,3346.451
MUTMET,Ta,23836,3178.443,-107.283,3285.726
NACPAI,Ta,23943,2646.217,-161.467,2807.684
NADQER,Ta,23965,2698.337,-153.283,2851.62
NADQIV,Ta,23966,3363.762,-110.236,3473.998
NADQOB,Ta,23967,3372.323,-109.866,3482.189
NADRIW,Ta,23969,1166.051,-224.695,1390.7459999999999
NAFZOJ,Ta,23994,3697.168,-103.794,3800.962
NARWEL,Ta,24228,3908.991,-70.481,3979.4719999999998
NARWOV,Ta,24230,3104.781,-116.532,3221.313
NATDOD,Ta,24268,10.593,-8.868,19.461
NATDUJ,Ta,24269,4071.77,-92.681,4164.451
NATFAR,Ta,24271,4961.39,-54.592,5015.982
NATQOS,Ta,24274,39.913,25.761,14.151999999999997
NATROT,Ta,24276,2790.234,-155.404,2945.638
NEBCUS,Ta,24357,3909.587,-83.404,3992.991
NELYUY,Ta,24544,2972.191,-123.156,3095.3469999999998
NEWPUD,Ta,24718,118.589,111.257,7.331999999999994
NILHUM,Ta,24992,185.906,181.817,4.088999999999999
NILJIC,Ta,24993,146.211,144.107,2.1040000000000134
NILJUO,Ta,24994,143.264,137.1,6.164000000000016
NIMYEP,Ta,25019,2543.612,-124.706,2668.318
NIPPUX,Ta,25071,3510.456,-89.127,3599.583
NISZIY,Ta,25143,4549.677,-54.075,4603.7519999999995
NOKZIX,Ta,25381,3583.5,-121.199,3704.699
NOKZOD,Ta,25382,6600.442,54.161,6546.281
NOMGUU,Ta,25422,3654.068,-96.665,3750.733
NOMHIJ,Ta,25424,3458.076,-105.54,3563.616
NOMVEQ,Ta,25444,2485.978,-147.003,2632.981
NOQNOW,Ta,25514,3357.751,-94.734,3452.485
NOSBUS,Ta,25544,4652.084,-65.844,4717.928
NOSCED,Ta,25546,5650.852,-19.726,5670.5779999999995
NOSNAN,Ta,25552,918.401,-202.162,1120.5629999999999
NOSNUH,Ta,25553,1231.043,-199.057,1430.1
NOWSIB,Ta,25616,5760.819,-17.645,5778.464000000001
NUDGIF,Ta,25734,2404.19,-146.989,2551.179
NUGWER,Ta,25766,5543.257,23.609,5519.647999999999
NULMOW,Ta,25795,3457.491,-106.456,3563.947
NULMUC,Ta,25796,3351.899,-110.84,3462.739
NULNAJ,Ta,25798,2960.506,-133.638,3094.144
OJIPIG,Ta,26543,4275.272,-82.526,4357.798
